200	0
0	1
0	2
0	3
0	4
0	7
0	19
0	30
0	32
0	40
1	2
1	4
1	7
1	9
1	11
1	50
1	52
1	96
1	98
2	3
2	5
2	6
2	8
2	12
2	22
2	25
2	27
2	28
2	36
2	52
3	5
3	9
3	16
3	39
3	68
3	85
4	13
4	19
4	34
4	41
4	49
4	56
4	91
5	10
5	12
5	14
5	15
5	44
5	73
6	8
6	11
6	13
6	14
6	65
6	71
6	93
7	27
7	29
8	18
8	29
8	37
8	81
9	10
9	20
9	44
9	51
9	63
9	79
10	20
10	26
10	54
10	63
10	69
11	17
11	23
11	24
11	41
11	72
12	16
12	17
12	77
12	92
13	26
13	45
13	75
13	89
15	43
15	82
15	85
16	21
16	33
16	49
17	18
17	25
18	50
18	86
19	24
19	40
19	54
19	74
19	76
19	94
20	21
20	43
20	47
20	53
21	22
21	23
21	33
21	39
21	53
22	74
22	76
23	28
23	37
23	38
23	47
23	69
23	80
23	94
24	31
24	42
24	46
24	61
25	57
26	32
26	83
26	87
27	68
28	38
28	62
28	66
28	89
29	34
29	46
29	84
30	35
30	55
32	42
32	60
32	62
32	67
33	35
33	55
33	78
34	59
34	70
34	73
34	78
34	82
35	36
35	45
36	66
36	97
38	48
38	95
39	51
41	48
41	61
41	65
42	84
42	97
43	71
45	59
45	77
47	79
48	57
48	72
49	56
49	80
51	60
51	64
52	81
53	58
53	87
54	58
54	64
54	70
54	75
59	93
62	83
63	88
64	67
67	88
69	96
71	86
71	90
71	150
73	91
81	90
83	99
85	92
91	98
93	95
102	103
102	104
102	105
102	106
102	108
102	109
102	112
102	113
102	118
102	120
102	129
102	176
103	104
103	121
103	126
103	134
103	159
103	200
104	105
104	106
104	107
104	113
104	134
104	135
104	172
104	197
105	108
105	111
105	127
105	133
105	142
105	146
105	148
106	107
106	110
106	114
106	120
106	122
106	138
106	150
107	110
107	114
107	117
107	118
107	126
107	139
107	181
108	109
108	121
108	125
108	157
108	168
108	193
109	112
109	149
110	116
110	124
110	137
111	116
111	131
111	151
111	180
111	201
112	115
112	117
112	153
112	165
112	197
113	128
113	154
113	164
113	179
113	188
113	198
114	115
114	129
114	145
114	163
115	158
115	160
116	160
116	199
117	122
117	143
117	148
117	150
117	156
117	162
118	119
118	125
118	136
118	153
118	159
118	180
119	137
119	155
120	124
120	132
120	133
120	145
120	157
121	131
121	147
121	151
122	123
122	127
122	149
122	167
122	195
123	140
123	170
124	130
124	135
124	136
124	141
124	171
125	178
126	162
126	164
126	184
127	132
128	130
129	185
130	140
130	142
131	138
131	144
132	146
132	156
132	161
133	139
134	173
135	168
135	177
135	182
136	147
136	155
137	179
138	141
138	143
138	152
138	165
138	176
138	201
139	183
140	154
140	158
143	144
145	190
145	200
146	167
146	186
148	192
149	152
150	161
151	172
151	177
151	178
153	166
153	182
154	166
154	184
155	170
157	163
157	171
160	169
161	187
161	193
161	194
163	169
165	173
165	174
165	189
167	186
171	175
171	191
171	196
172	174
172	175
172	188
172	191
172	196
173	181
174	190
174	199
175	183
175	185
175	187
176	195
179	189
185	192
190	198
191	194
