12000	0
0	78
0	90
0	188
0	240
0	274
0	363
0	395
0	538
0	586
0	616
0	651
0	774
0	902
0	978
0	991
1	48
1	76
1	127
1	261
1	280
1	314
1	315
1	417
1	556
1	593
1	616
1	631
1	635
1	689
1	705
1	738
1	779
1	781
1	871
1	922
1	924
1	953
1	1835
1	6122
1	7750
2	74
2	182
2	251
2	313
2	350
2	455
2	490
2	549
2	581
2	691
2	703
2	880
2	895
2	1724
2	8449
3	7
3	63
3	95
3	126
3	179
3	317
3	327
3	537
3	555
3	567
3	642
3	687
3	751
3	773
3	921
3	923
3	977
4	26
4	75
4	94
4	145
4	180
4	336
4	347
4	433
4	460
4	461
4	521
4	683
4	739
4	922
4	999
4	1220
4	2913
4	3113
4	8663
4	10224
5	104
5	227
5	278
5	307
5	460
5	463
5	497
5	598
5	720
5	791
5	828
5	864
5	866
5	992
5	4572
5	4578
6	45
6	128
6	237
6	308
6	503
6	548
6	637
6	658
6	668
6	672
6	686
6	695
6	799
6	941
6	5377
7	46
7	60
7	142
7	170
7	253
7	275
7	293
7	329
7	333
7	424
7	482
7	577
7	648
7	650
7	770
7	772
7	863
7	896
7	6118
7	9209
7	11419
8	38
8	42
8	114
8	126
8	188
8	386
8	461
8	527
8	664
8	679
8	723
8	733
8	825
8	836
8	876
8	888
9	89
9	164
9	269
9	317
9	340
9	373
9	579
9	583
9	589
9	669
9	690
9	692
9	793
9	802
9	823
9	903
9	973
9	1455
9	5308
10	136
10	161
10	225
10	372
10	445
10	452
10	512
10	544
10	561
10	726
10	962
10	998
10	2452
10	2720
10	6511
10	8370
11	145
11	167
11	212
11	244
11	328
11	348
11	450
11	551
11	724
11	805
11	840
11	857
11	927
11	929
11	972
11	7342
12	205
12	312
12	347
12	399
12	420
12	437
12	464
12	529
12	533
12	613
12	648
12	689
12	697
12	927
12	970
12	984
12	3830
12	7302
13	131
13	147
13	227
13	387
13	598
13	616
13	659
13	663
13	4764
14	70
14	588
14	653
14	797
14	805
14	839
14	959
14	5753
14	5885
14	6127
14	6715
15	97
15	161
15	171
15	189
15	192
15	274
15	357
15	506
15	619
15	634
15	641
15	654
15	668
15	698
15	730
15	809
15	842
15	880
15	957
15	6432
15	10014
16	83
16	178
16	199
16	235
16	239
16	279
16	324
16	385
16	474
16	528
16	659
16	763
16	790
16	853
16	854
16	884
16	1836
16	6828
17	97
17	147
17	207
17	232
17	236
17	240
17	243
17	296
17	334
17	362
17	387
17	493
17	699
17	954
17	958
17	996
17	3307
17	9917
18	84
18	225
18	294
18	425
18	438
18	461
18	562
18	598
18	728
18	748
18	901
18	903
18	945
18	979
18	995
18	11529
19	97
19	106
19	130
19	328
19	421
19	560
19	689
19	708
19	824
19	874
19	956
19	974
19	975
20	23
20	77
20	78
20	143
20	164
20	215
20	302
20	374
20	420
20	427
20	439
20	479
20	499
20	525
20	544
20	623
20	674
20	703
20	721
20	731
20	744
20	802
20	939
21	152
21	387
21	510
21	647
21	683
21	720
21	812
21	832
21	875
21	932
21	964
21	8141
21	11796
22	174
22	235
22	319
22	329
22	475
22	655
22	748
22	776
22	878
22	923
22	962
23	45
23	70
23	382
23	386
23	536
23	558
23	656
23	715
23	728
23	940
23	957
23	4088
23	7934
23	10656
24	110
24	221
24	233
24	603
24	714
24	728
24	750
24	836
24	917
24	944
24	968
24	984
24	7747
25	66
25	123
25	157
25	166
25	169
25	180
25	194
25	228
25	480
25	528
25	628
25	764
25	803
25	838
25	890
25	909
25	3105
26	111
26	208
26	214
26	272
26	294
26	333
26	404
26	680
26	711
26	758
26	774
26	955
26	5898
26	6571
26	11045
27	34
27	40
27	153
27	160
27	162
27	198
27	250
27	270
27	273
27	336
27	370
27	393
27	399
27	409
27	455
27	475
27	553
27	597
27	608
27	618
27	759
27	850
27	950
27	8656
28	231
28	268
28	324
28	355
28	390
28	450
28	493
28	639
28	851
28	900
28	933
28	958
29	106
29	253
29	260
29	443
29	740
29	753
29	782
29	864
29	898
29	5534
30	109
30	118
30	154
30	212
30	217
30	252
30	292
30	344
30	398
30	767
30	892
30	1413
30	3993
31	147
31	192
31	350
31	382
31	391
31	409
31	428
31	440
31	514
31	911
31	7076
32	114
32	139
32	169
32	183
32	272
32	381
32	399
32	538
32	676
32	685
32	739
32	775
33	78
33	213
33	369
33	370
33	405
33	422
33	467
33	548
33	569
33	607
33	667
33	671
33	684
33	747
33	793
33	942
34	63
34	65
34	162
34	170
34	237
34	257
34	262
34	511
34	912
34	6165
35	84
35	87
35	146
35	178
35	203
35	264
35	292
35	413
35	499
35	545
35	603
35	717
35	980
35	7800
36	126
36	200
36	256
36	341
36	415
36	442
36	456
36	494
36	512
36	523
36	579
36	601
36	764
36	783
36	784
36	994
37	176
37	230
37	265
37	279
37	338
37	433
37	473
37	479
37	536
37	537
37	726
37	773
37	805
37	9790
37	10662
37	11142
38	75
38	87
38	143
38	176
38	246
38	249
38	401
38	453
38	455
38	570
38	645
38	774
38	785
38	793
38	1121
38	3349
38	3815
39	78
39	90
39	142
39	171
39	223
39	311
39	389
39	553
39	562
39	586
39	599
39	676
39	717
39	834
39	868
39	893
39	2719
39	6122
40	157
40	191
40	216
40	362
40	434
40	446
40	478
40	546
40	624
40	630
40	772
40	785
40	856
40	883
40	953
40	971
40	3334
40	11317
41	58
41	193
41	207
41	364
41	475
41	476
41	525
41	568
41	592
41	639
41	711
41	775
41	913
41	928
41	983
41	997
41	3221
41	5004
41	5864
41	8501
42	45
42	100
42	115
42	219
42	280
42	309
42	727
42	778
42	810
42	843
42	882
42	886
42	933
42	941
42	957
42	6290
42	9265
43	69
43	73
43	271
43	290
43	326
43	452
43	553
43	709
43	854
43	875
43	897
43	5951
43	7016
43	9624
43	9826
44	45
44	69
44	114
44	229
44	259
44	274
44	319
44	381
44	517
44	540
44	670
44	690
44	693
44	958
44	960
44	11173
45	53
45	159
45	178
45	206
45	214
45	224
45	280
45	338
45	375
45	382
45	384
45	476
45	523
45	528
45	561
45	609
45	633
45	647
45	662
45	669
45	694
45	828
46	171
46	183
46	185
46	243
46	313
46	492
46	500
46	528
46	603
46	608
46	662
46	704
46	723
46	759
46	923
46	6946
47	265
47	279
47	303
47	330
47	339
47	381
47	496
47	589
47	625
47	665
47	702
47	779
47	832
47	856
47	927
47	984
48	123
48	141
48	223
48	232
48	381
48	410
48	428
48	458
48	479
48	499
48	569
48	579
48	608
48	652
48	687
48	796
48	851
48	957
48	2810
48	6325
48	8681
49	126
49	314
49	339
49	343
49	345
49	398
49	520
49	586
49	611
49	638
49	670
49	810
49	843
49	5223
50	210
50	226
50	268
50	287
50	333
50	435
50	454
50	629
50	686
50	741
50	899
50	2496
51	115
51	271
51	309
51	399
51	438
51	493
51	496
51	532
51	681
51	907
51	921
51	968
51	995
51	1029
52	195
52	553
52	626
52	663
52	698
52	780
52	802
52	823
52	919
52	975
52	5528
52	6685
52	10557
53	100
53	398
53	399
53	401
53	463
53	503
53	635
53	704
53	763
53	792
53	857
53	866
53	867
53	901
53	917
53	2184
53	8584
54	229
54	361
54	376
54	660
54	671
54	723
54	726
54	784
54	829
54	848
55	191
55	212
55	293
55	367
55	457
55	478
55	646
55	691
55	830
55	891
55	953
55	965
55	5654
55	11934
56	99
56	125
56	156
56	255
56	282
56	317
56	328
56	380
56	537
56	676
56	772
56	1665
56	10294
57	147
57	170
57	272
57	341
57	345
57	467
57	479
57	481
57	510
57	582
57	722
57	854
57	930
57	977
58	168
58	190
58	195
58	206
58	279
58	336
58	341
58	439
58	579
58	656
58	670
58	687
58	761
58	775
58	805
58	891
58	895
58	926
58	2691
58	9683
59	101
59	108
59	121
59	152
59	158
59	247
59	315
59	339
59	427
59	480
59	641
59	648
59	701
59	717
59	788
59	869
59	970
60	64
60	77
60	103
60	158
60	177
60	213
60	253
60	278
60	447
60	462
60	646
60	743
60	754
60	759
60	788
60	920
60	930
60	932
60	965
60	978
60	3100
60	3566
61	156
61	200
61	250
61	285
61	320
61	385
61	436
61	519
61	540
61	559
61	568
61	618
61	724
61	780
61	901
61	999
61	1540
61	6542
61	10257
62	182
62	252
62	274
62	364
62	439
62	532
62	587
62	684
62	688
62	791
62	838
62	895
62	919
62	944
62	3007
62	7987
62	10368
63	75
63	192
63	654
63	716
63	729
63	771
63	876
63	882
63	988
64	105
64	161
64	211
64	217
64	394
64	461
64	553
64	630
64	648
64	697
64	808
64	833
64	836
64	973
64	980
64	3544
64	4075
64	8570
64	10114
64	11487
65	80
65	164
65	325
65	348
65	517
65	558
65	777
65	778
65	938
65	1352
65	11167
66	441
66	460
66	507
66	544
66	572
66	577
66	580
66	588
66	628
66	699
66	706
66	719
66	782
66	874
66	909
66	935
66	961
66	969
67	163
67	233
67	257
67	291
67	474
67	578
67	695
67	699
67	788
67	809
67	6250
67	8724
67	11619
68	168
68	214
68	465
68	584
68	590
68	668
68	680
68	689
68	738
68	764
68	834
68	855
68	900
68	937
68	940
68	5332
69	175
69	287
69	343
69	570
69	606
69	627
69	635
69	662
69	740
69	4206
69	9339
69	10804
70	139
70	167
70	174
70	224
70	483
70	515
70	577
70	589
70	605
70	643
70	648
70	698
70	736
70	753
70	853
70	862
70	895
70	3558
70	10277
70	11262
70	11295
71	166
71	237
71	342
71	346
71	461
71	480
71	535
71	542
71	615
71	663
71	761
71	891
71	912
71	973
71	2877
71	6144
71	6838
71	11560
72	90
72	380
72	604
72	656
72	715
72	721
72	797
72	845
72	953
72	966
72	989
72	4134
72	10481
73	119
73	130
73	134
73	169
73	279
73	282
73	293
73	309
73	378
73	499
73	566
73	675
73	768
73	782
73	871
73	872
73	877
73	6903
73	10577
74	172
74	226
74	240
74	309
74	347
74	501
74	514
74	529
74	682
74	692
74	715
74	912
74	976
74	1188
74	8808
74	11633
74	11993
75	138
75	264
75	300
75	308
75	311
75	428
75	538
75	588
75	839
75	910
75	913
75	979
75	7699
75	9015
76	96
76	126
76	243
76	340
76	369
76	385
76	608
76	621
76	635
76	725
76	782
76	786
76	827
76	10516
77	132
77	243
77	285
77	377
77	442
77	536
