0	0
1	1
2	1
3	0
4	0
5	1
6	0
7	1
8	1
9	1
10	0
11	1
12	0
13	0
14	1
15	0
16	1
17	0
18	1
19	1
20	0
21	0
22	1
23	0
24	0
25	0
26	0
27	1
28	0
29	1
30	1
31	0
32	0
33	1
34	0
35	0
36	1
37	1
38	1
39	0
40	0
41	1
42	0
43	0
44	0
45	0
46	1
47	1
48	1
49	0
50	1
51	0
52	0
53	1
54	0
55	0
56	1
57	0
58	0
59	0
60	1
61	0
62	0
63	0
64	1
65	0
66	1
67	1
68	0
69	0
70	0
71	1
72	1
73	1
74	0
75	0
76	1
77	0
78	1
79	0
80	1
81	0
82	1
83	0
84	0
85	1
86	0
87	0
88	0
89	0
90	1
91	1
92	1
93	1
94	0
95	0
96	0
97	0
98	0
99	1
102	0
103	1
104	1
105	0
106	0
107	1
108	0
109	0
110	0
111	1
112	1
113	0
114	1
115	1
116	1
117	1
118	0
119	0
120	0
121	1
122	1
123	0
124	0
125	1
126	1
127	0
128	0
129	1
130	1
131	0
132	1
133	0
134	1
135	1
136	1
137	0
138	1
139	0
140	0
141	1
142	0
143	1
144	0
145	1
146	1
147	0
148	1
149	0
150	1
151	1
152	1
153	1
154	0
155	0
156	1
157	1
158	1
159	0
160	0
161	1
162	1
163	0
164	0
165	0
166	0
167	1
168	1
169	1
170	1
171	0
172	1
173	0
174	0
175	0
176	1
177	0
178	0
179	0
180	0
181	1
182	1
183	0
184	1
185	1
186	0
187	1
188	0
189	0
190	0
191	1
192	1
193	0
194	1
195	1
196	1
197	1
198	0
199	1
200	0
201	1
