200	0
0	1
0	4
0	6
0	16
0	28
0	51
0	58
0	72
0	77
0	80
0	90
1	2
1	7
1	9
1	17
1	37
1	52
1	56
2	3
2	7
2	8
2	20
2	21
2	34
2	54
2	78
2	82
3	4
3	5
3	15
3	22
3	71
3	93
4	5
4	8
4	11
4	30
4	43
4	48
4	96
5	6
5	11
5	12
5	18
5	26
5	60
5	65
5	70
5	75
6	13
6	14
6	29
6	32
6	33
6	67
6	69
7	10
7	53
8	9
8	10
8	14
8	20
8	35
8	36
9	13
9	16
10	19
10	24
10	32
10	33
10	38
11	12
11	15
11	23
11	36
11	39
11	58
11	63
12	21
12	27
12	30
13	17
13	18
13	24
13	26
13	39
13	81
13	99
14	19
14	85
14	97
15	40
15	57
16	22
16	27
16	53
16	87
17	37
17	42
17	47
17	65
18	31
18	44
19	46
19	59
20	23
20	80
21	35
21	40
21	94
22	25
22	28
22	41
22	55
23	25
23	75
24	47
24	50
24	95
25	31
25	54
25	66
25	88
26	29
26	55
27	60
27	99
28	59
28	69
28	91
29	49
29	62
29	79
29	92
30	41
30	85
30	88
31	44
32	81
33	34
33	52
33	57
33	68
33	74
34	87
35	43
36	61
36	184
37	83
39	49
40	94
41	42
41	45
41	78
41	84
42	45
42	46
43	184
45	48
46	70
46	138
47	77
47	82
48	50
48	51
48	66
49	61
50	71
50	91
51	64
51	76
51	89
52	74
55	56
55	63
55	67
57	73
57	76
57	95
58	92
62	64
62	73
63	68
63	72
63	83
64	84
64	86
64	90
70	86
70	98
74	93
76	98
78	79
81	89
86	96
89	110
91	97
102	103
102	104
102	106
102	107
102	109
102	116
102	148
102	160
102	188
103	105
103	110
103	125
103	128
103	139
103	151
103	174
103	180
103	197
104	105
104	113
104	114
104	117
104	120
104	124
104	134
104	177
105	124
105	129
105	172
106	108
106	109
106	118
106	134
107	108
107	112
107	114
107	170
108	111
108	129
108	144
109	110
109	112
109	121
109	122
109	126
109	131
109	144
109	146
109	159
109	181
110	111
110	119
110	131
110	142
110	155
110	165
110	196
111	116
111	136
111	145
111	147
111	192
112	113
112	115
112	119
112	133
112	149
112	200
113	115
113	117
113	118
113	139
113	157
113	165
114	161
114	164
114	198
115	120
115	127
115	135
116	169
116	192
117	121
117	122
117	123
117	151
118	135
118	145
118	146
118	150
118	190
119	123
119	160
119	173
119	179
119	195
120	143
120	172
122	132
122	140
122	152
122	163
123	125
123	126
123	137
124	130
124	137
124	154
124	157
125	127
125	132
125	153
125	159
125	182
126	140
126	143
127	133
127	149
127	201
128	130
128	194
129	138
129	154
130	153
130	164
130	175
131	142
131	161
132	162
132	187
133	138
134	141
134	173
134	184
135	136
135	156
135	183
135	189
136	167
137	189
138	152
138	158
139	178
140	171
141	158
141	163
142	148
145	184
146	147
146	176
148	150
148	171
149	166
150	179
150	183
150	196
151	167
152	156
153	155
153	175
153	193
154	181
155	166
156	169
156	180
157	174
158	182
159	195
159	199
159	201
160	178
161	162
162	186
162	197
163	185
165	168
166	170
166	176
167	168
167	188
168	199
169	187
170	177
170	185
173	191
175	200
178	191
179	194
183	193
185	186
189	190
191	198
